2.500000000000000000e-01 0.000000000000000000e+00
7.500000000000000000e-01 1.119441968998237651e-03
1.250000000000000000e+00 1.567218756597533102e-03
1.750000000000000000e+00 2.878565063138326628e-03
2.250000000000000000e+00 9.079918192985706599e-03
2.750000000000000000e+00 1.816549013328959059e-02
3.250000000000000000e+00 4.723183999965642477e-02
3.750000000000000000e+00 1.089590183158284931e-01
4.250000000000000000e+00 2.472979008572283588e-01
4.750000000000000000e+00 5.187435166339466885e-01
5.250000000000000000e+00 8.445656588487420180e-01
5.750000000000000000e+00 9.389927907347176417e-01
6.250000000000000000e+00 9.265845065792214230e-01
6.750000000000000000e+00 9.733133312303012818e-01
7.250000000000000000e+00 1.018981702642447695e+00
7.750000000000000000e+00 1.082554550568183060e+00
8.250000000000000000e+00 1.131128264704901243e+00
8.750000000000000000e+00 1.150770352102060023e+00
9.250000000000000000e+00 1.143570481708402475e+00
9.750000000000000000e+00 1.117432714182087228e+00
1.025000000000000000e+01 1.077667671130742910e+00
1.075000000000000000e+01 1.051103941821019960e+00
1.125000000000000000e+01 1.019040462623195920e+00
1.175000000000000000e+01 9.964700778080697319e-01
1.225000000000000000e+01 9.986336193643057246e-01
1.275000000000000000e+01 1.000418947882690146e+00
1.325000000000000000e+01 1.000886728017349014e+00
1.375000000000000000e+01 1.007507948843586743e+00
1.425000000000000000e+01 1.007812001423045167e+00
1.475000000000000000e+01 9.993391272396133784e-01
